8.46292	0.243462	-3.03909	-0.087429	8.46292	0.243462	8.6	0.25	-3.00029	0
8.41881	0.250634	-3.03739	0.0774469	8.44818	0.251553	8.45	0.25	-3.00027	0
8.39658	0.273435	-1.28587	0.442064	8.56759	0.241943	8.45	0.25	0	0
8.38284	0.258281	-1.25752	0.0934274	8.45582	0.253997	8.45	0.25	0	0
8.30133	0.255361	-1.55255	0.0261618	8.42544	0.254042	8.35	0.25	-1.81979	0
8.22287	0.251145	-1.54672	-0.00542713	8.23962	0.24916	8.25	0.25	-1.81978	0
8.0296	0.229627	-2.62906	-0.125577	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
7.88555	0.188662	-2.63809	-0.265348	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
7.71793	0.173034	-2.90802	-0.275972	7.61269	0.155818	7.7	0.15	-2.99982	0
7.56601	0.15965	-2.91589	-0.27422	7.54016	0.159641	7.55	0.15	-2.99982	0
7.46389	0.131178	-2.4374	-0.311479	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
7.33252	0.0809002	-2.43265	-0.408767	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
7.17925	0.0482174	-2.6023	-0.438044	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507
7.03962	-0.00523089	-2.59709	-0.518714	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
6.94316	-0.0621215	-2.16801	-0.599668	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
6.82849	-0.152676	-2.16235	-0.754709	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
6.7243	-0.223531	-2.11503	-0.846071	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
6.62208	-0.329666	-2.11382	-1.01876	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
6.58776	-0.429774	-1.56333	-1.18204	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
6.51675	-0.538616	-1.55724	-1.31763	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
6.4863	-0.675062	-1.09067	-1.5335	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
6.42769	-0.850157	-1.10377	-1.78376	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
6.3404	-0.979626	-1.3102	-1.8477	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898
6.26245	-1.13391	-1.33384	-1.99385	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896
6.34089	-1.35429	-0.146054	-2.49118	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894
6.3335	-1.54109	-0.160717	-2.62827	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891
6.28197	-1.67546	-0.495038	-2.56932	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985
6.25002	-1.84771	-0.525599	-2.68955	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847
6.29421	-2.0485	0.0487743	-3.02039	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994
6.304	-2.20853	0.0579713	-3.04296	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994
6.2943	-2.36929	-0.0535943	-2.99125	6.32593	-2.40018	6.35	-2.4	0	-2.72613
6.30139	-2.53615	-0.0355799	-2.99496	6.34927	-2.55175	6.35	-2.55	0	-2.72611
6.34305	-2.72522	0.284938	-3.16152	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851
6.37654	-2.87827	0.330065	-3.1029	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851
6.38956	-3.0176	0.262737	-3.02789	6.46536	-3.00452	6.45	-3	0	-2.99754
6.41154	-3.16125	0.284028	-3.00518	6.44119	-3.14955	6.45	-3.15	0	-2.99754
6.46057	-3.34266	0.522887	-3.136	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312
6.5047	-3.49472	0.564053	-3.08034	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312
6.57932	-3.6777	0.868922	-3.23215	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583
6.66289	-3.81695	0.961084	-3.12472	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581
6.71794	-3.96707	0.908961	-3.02726	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396
6.79406	-4.10483	0.976762	-2.94751	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393
6.84658	-4.25039	0.937967	-2.87811	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801
6.91343	-4.38646	0.980377	-2.81883	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799
6.94432	-4.50538	0.742034	-2.59852	7.05156	-4.49706	7	-4.45	0.910054	-1.8201
7.006	-4.61499	0.801515	-2.51122	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201
7.06503	-4.74945	0.88459	-2.53145	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489
7.12392	-4.87792	0.910869	-2.50184	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489
7.22263	-5.04851	1.25595	-2.74967	7.3138	-5.05204	7.25	-5	1.81907	-2.72861
7.2986	-5.18526	1.27732	-2.71297	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861
7.35857	-5.31976	1.20665	-2.63968	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246
7.43146	-5.45959	1.22267	-2.6244	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457
7.50723	-5.6	1.23799	-2.60877	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974
7.5989	-5.71488	1.30081	-2.53362	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972
7.66181	-5.84017	1.2425	-2.46771	7.60376	-5.74774	7.7	-5.8	0.90983	-2.72951
7.73315	-5.96896	1.25213	-2.45077	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948
7.84556	-6.1324	1.64387	-2.7698	7.82165	-6.06822	7.85	-6.1	1.9986	-2.9979
7.93743	-6.26048	1.66887	-2.74193	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787
8.0173	-6.39091	1.51687	-2.58875	8.17338	-6.44684	8.05	-6.35	1.81738	-1.81739
8.1228	-6.50489	1.57621	-2.51525	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737
8.19158	-6.625	1.46429	-2.41275	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787
8.2685	-6.7566	1.45724	-2.41164	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787
8.34744	-6.88543	1.47239	-2.41685	8.25648	-6.78122	8.35	-6.85	1.81994	-1.81993
8.43854	-6.99911	1.5024	-2.36963	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993
8.5037	-7.10894	1.45769	-2.33057	8.39359	-7.01743	8.5	-7.1	1.00006	-3.00018
8.56789	-7.23344	1.4359	-2.35194	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018
8.67337	-7.38658	1.71074	-2.60794	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712
8.75075	-7.5263	1.68929	-2.63177	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712
8.80552	-7.63502	1.36815	-2.34108	8.87176	-7.71912	8.8	-7.65	0.909955	-1.8199
8.87253	-7.76475	1.35038	-2.34665	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988
8.9464	-7.89312	1.42259	-2.42545	8.88333	-7.88636	8.9	-7.9	0.999086	-2.9973
9.00054	-8.02679	1.38114	-2.45941	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973
9.03375	-8.12333	1.0969	-2.19892	8.8564	-8.01424	9	-8.15	0.909309	-1.8186
9.08501	-8.24754	1.07615	-2.20963	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859
9.15991	-8.38542	1.24225	-2.38527	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119
9.19978	-8.52367	1.18665	-2.43572	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117
9.23863	-8.63411	0.982171	-2.24469	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819
9.27889	-8.76554	0.949256	-2.26745	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899
9.40745	-8.97281	1.60596	-2.94649	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928
9.47361	-9.13336	1.56988	-2.98067	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928
9.51221	-9.23936	1.2563	-2.65927	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917
9.56831	-9.37032	1.24284	-2.65755	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917
9.60445	-9.47963	1.07532	-2.4949	9.47534	-9.42627	9.55	-9.5	0	-3.00023
9.62441	-9.62765	0.992589	-2.55819	9.54779	-9.64959	9.55	-9.65	0	-3.0002
9.68643	-9.77623	1.09055	-2.68002	9.69942	-9.88416	9.6	-9.8	0.999005	-2.997
9.71337	-9.92633	1.02405	-2.72491	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997
9.73625	-10.0406	0.793518	-2.48008	9.60087	-9.96395	9.7	-10.05	0.909855	-1.81969
